production_budget_usd,worldwide_gross_usd
5000000.00,6755271.00
5800000.00,6800000.00
1800000.00,6800000.00
6750000.00,6812530.00
21000000.00,6830957.00
8400000.00,6831069.00
15000000.00,6832542.00
18000000.00,6841142.00
6000000.00,6852450.00
3000000.00,6879730.00
20000000.00,6882696.00
17900000.00,6905861.00
30000000.00,6916869.00
2500000.00,6916951.00
4900000.00,6924321.00
20000000.00,6947084.00
3250000.00,6965361.00
12000000.00,6982680.00
1500000.00,7000000.00
1200000.00,7000000.00
1200000.00,7000000.00
12500000.00,7000000.00
40000000.00,7000000.00
15300000.00,7000000.00
5600000.00,7009668.00
4500000.00,7011317.00
100000.00,7012524.00
7000000.00,7017859.00
23000000.00,7018525.00
20000000.00,7022183.00
2600000.00,7033931.00
10000000.00,7037886.00
100000000.00,7094995.00
5000000.00,7100000.00
54000000.00,7126002.00
18000000.00,7129670.00
175000.00,7137502.00
25000000.00,7164995.00
4900000.00,7174984.00
18000000.00,7190505.00
2540000.00,7200000.00
12000000.00,7203439.00
13300000.00,7229933.00
3000000.00,7282851.00
17500000.00,7285135.00
3000000.00,7301115.00
16800000.00,7313697.00
8000000.00,7315248.00
2000000.00,7369373.00
4500000.00,7389233.00
20000000.00,7405084.00
3000000.00,7445044.00
10000000.00,7501132.00
4500000.00,7503672.00
4000000.00,7555256.00
8500000.00,7573551.00
19000000.00,7576604.00
15000000.00,7583050.00
16000000.00,7585011.00
2000000.00,7600000.00
41000000.00,7684524.00
750000.00,7712436.00
9000000.00,7714549.00
40000000.00,7729552.00
30000000.00,7755686.00
2000000.00,7756617.00
3000000.00,7777790.00
1900000.00,7785229.00
2000000.00,7799257.00
2000000.00,7800000.00
1000000.00,7800000.00
300000.00,7808524.00
6000000.00,7818479.00
7000000.00,7824358.00
4500000.00,7838405.00
10000000.00,7843145.00
10000000.00,7862131.00
13000000.00,7881335.00
15000000.00,7885048.00
3000000.00,7888000.00
12000000.00,7900000.00
6900000.00,7950889.00
5000000.00,7951247.00
40000000.00,7974607.00
200000.00,8000000.00
134000.00,8000000.00
3768785.00,8000000.00
1800000.00,8000000.00
730000.00,8000000.00
3200000.00,8000000.00
20000000.00,8000000.00
5000000.00,8000000.00
3500000.00,8000000.00
4700000.00,8025872.00
20000000.00,8047525.00
13000000.00,8064972.00
4200000.00,8078683.00
16000000.00,8120148.00
19000000.00,8123860.00
13000000.00,8130727.00
5400000.00,8133256.00
20000000.00,8135024.00
28000000.00,8165213.00
6000000.00,8173486.00
20000000.00,8178569.00
4000000.00,8200000.00
2700000.00,8200000.00
15000000.00,8200127.00
25000000.00,8208594.00
20000000.00,8221700.00
15000000.00,8224998.00
10000000.00,8243567.00
950000.00,8267066.00
8000000.00,8279017.00
20000000.00,8284331.00
24000000.00,8292914.00
20000000.00,8300821.00
4000000.00,8302995.00
15000000.00,8322608.00
20000000.00,8361736.00
8000000.00,8370555.00
7000000.00,8373585.00
50000000.00,8374062.00
15000000.00,8378141.00
10000000.00,8378853.00
16000000.00,8400000.00
33000000.00,8408835.00
24000000.00,8427204.00
28000000.00,8434601.00
6000000.00,8446952.00
10000000.00,8457974.00
45000000.00,8488871.00
42000000.00,8514325.00
7500000.00,8539003.00
5500000.00,8589831.00
28000000.00,8592432.00
30000000.00,8593154.00
17000000.00,8607815.00
17000000.00,8609949.00
10000000.00,8629895.00
5000000.00,8655397.00
2000000.00,8685632.00
20000000.00,8692898.00
12000000.00,8706701.00
27000000.00,8712564.00
15000000.00,8735529.00
2380000.00,8739576.00
5500000.00,8761608.00
15000000.00,8767338.00
1800000.00,8800000.00
10000000.00,8801940.00
7000000.00,8824553.00
30000000.00,8845575.00
8000000.00,8864699.00
10000000.00,8890094.00
28000000.00,8891623.00
6400000.00,8902141.00
15000000.00,8921050.00
12000000.00,8942516.00
250000.00,8969065.00
3900000.00,9000000.00
1500000.00,9000000.00
1000000.00,9000000.00
1000000.00,9000000.00
3000000.00,9012000.00
3000000.00,9017070.00
18000000.00,9082906.00
900000.00,9097072.00
80000000.00,9103630.00
5000000.00,9109597.00
2160000.00,9132000.00
1800000.00,9164370.00
11000000.00,9170214.00
2000000.00,9172000.00
6200000.00,9205924.00
20000000.00,9208876.00
2000000.00,9250000.00
4600000.00,9261711.00
8000000.00,9266180.00
25000000.00,9286314.00
1100000.00,9297407.00
15000000.00,9300336.00
15000000.00,9307166.00
25000000.00,9313302.00
4500000.00,9330465.00
1500000.00,9345061.00
27000000.00,9352089.00
20000000.00,9355369.00
12500000.00,9376444.00
500000.00,9387581.00
10000000.00,9408183.00
4000000.00,9413956.00
17000000.00,9438074.00
7400000.00,9443864.00
25000000.00,9445081.00
22000000.00,9448623.00
500000.00,9470209.00
2000000.00,9505996.00
55000000.00,9521458.00
6800000.00,9533964.00
20000000.00,9537120.00
3180000.00,9576159.00
15000000.00,9579068.00
910000.00,9600000.00
2000000.00,9615464.00
5800000.00,9662214.00
5000000.00,9669521.00
45000000.00,9676497.00
1700000.00,9700000.00
5100000.00,9709597.00
17000000.00,9729088.00
4300000.00,9791282.00
50000000.00,9812870.00
37500000.00,9813309.00
22000000.00,9818792.00
4000000.00,9821335.00
15000000.00,9930649.00
4400000.00,9969237.00
3000000.00,9981635.00
3000000.00,10000000.00
17000000.00,10000000.00
2500000.00,10000000.00
350000.00,10000000.00
672000.00,10000650.00
65000000.00,10014234.00
10000000.00,10019109.00
13000000.00,10020081.00
90000000.00,10020889.00
12000000.00,10026255.00
1000000.00,10037390.00
25000000.00,10039566.00
3000000.00,10051516.00
7000000.00,10062896.00
29000000.00,10066366.00
40000000.00,10070651.00
4000000.00,10097096.00
6000000.00,10106975.00
21000000.00,10108016.00
1900000.00,10137234.00
10100000.00,10143618.00
6500000.00,10155691.00
35000000.00,10157534.00
4300000.00,10158355.00
2000000.00,10166209.00
3000000.00,10172519.00
9000000.00,10176701.00
8000000.00,10192613.00
5000000.00,10206551.00
4300000.00,10212403.00
38000000.00,10229300.00
7000000.00,10237239.00
100000.00,10243159.00
3500000.00,10317779.00
35000000.00,10319915.00
27000000.00,10341093.00
50000000.00,10359006.00
105000000.00,10364769.00
8500000.00,10386814.00
34000000.00,10392666.00
20000000.00,10393696.00
14000000.00,10397365.00
4500000.00,10400000.00
3000000.00,10400000.00
19000000.00,10412485.00
30000000.00,10419084.00
50000.00,10426506.00
11000000.00,10431506.00
24200000.00,10447579.00
1039000.00,10462500.00
20000000.00,10468867.00
3000000.00,10473836.00
15000000.00,10513979.00
5000000.00,10537341.00
20000000.00,10555348.00
6000000.00,10557291.00
50000000.00,10561038.00
20000000.00,10570375.00
10000000.00,10571408.00
60000000.00,10597070.00
27000000.00,10618813.00
6000000.00,10619770.00
8000000.00,10629320.00
17000000.00,10637281.00
9000000.00,10642023.00
23000000.00,10660147.00
2000000.00,10672492.00
34000000.00,10672566.00
5000000.00,10676073.00
20000000.00,10686841.00
22000000.00,10696210.00
40000000.00,10717421.00
12500000.00,10725228.00
25000000.00,10731997.00
5000000.00,10732909.00
5000000.00,10744134.00
5000000.00,10751126.00
8000000.00,10763183.00
15000000.00,10763469.00
7000000.00,10765283.00
4000000.00,10770993.00
7000000.00,10803211.00
1200000.00,10827356.00
7000000.00,10828305.00
7500000.00,10834406.00
15000000.00,10845127.00
7500000.00,10849158.00
4000000.00,10898293.00
4000000.00,10941801.00
15000000.00,10951153.00
110000.00,11000000.00
1250000.00,11000000.00
2300000.00,11000000.00
5000000.00,11000000.00
4638783.00,11000000.00
5000000.00,11014685.00
47000000.00,11022696.00
3000000.00,11052713.00
25000000.00,11100000.00
25000000.00,11115766.00
4000000.00,11131455.00
13000000.00,11141213.00
15000000.00,11156471.00
14000000.00,11166615.00
15000000.00,11173718.00
1500000.00,11191423.00
45000000.00,11203026.00
17000000.00,11227824.00
25000000.00,11229035.00
2000000.00,11234552.00
25000000.00,11253821.00
2000000.00,11263263.00
34000000.00,11263966.00
3000000.00,11267511.00
12500000.00,11277119.00
3000000.00,11322573.00
6000000.00,11348205.00
14000000.00,11354230.00
10000000.00,11400000.00
60000000.00,11427090.00
1000000.00,11495204.00
55000000.00,11532774.00
3000000.00,11537539.00
16000000.00,11540112.00
2000000.00,11546543.00
35000000.00,11559747.00
30000000.00,11578022.00
15000000.00,11599903.00
25000000.00,11603545.00
15000000.00,11614954.00
5200000.00,11633427.00
17000000.00,11634458.00
6000000.00,11642254.00
13500000.00,11732088.00
13700000.00,11738256.00
4000000.00,11744471.00
20000000.00,11744960.00
6500000.00,11745931.00
42000000.00,11756922.00
7500000.00,11758418.00
10000000.00,11766959.00
700000.00,11768371.00
23000000.00,11778396.00
6000000.00,11784569.00
4000000.00,11799060.00
1500000.00,11806119.00
16000000.00,11810854.00
20000000.00,11813410.00
18000000.00,11813989.00
12500000.00,11826980.00
13000000.00,11831131.00
7500000.00,11843260.00
15000000.00,11919578.00
10000000.00,11924041.00
900000.00,11993156.00
3500000.00,12000000.00
21600000.00,12000000.00
30000000.00,12017369.00
7300000.00,12023606.00
28000000.00,12031443.00
3000000.00,12051924.00
60000000.00,12069719.00
12000000.00,12079308.00
10000000.00,12179708.00
15000000.00,12212417.00
25000000.00,12219367.00
1700000.00,12231500.00
5000000.00,12232628.00
4500000.00,12247682.00
35000000.00,12254746.00
15000000.00,12262065.00
2500000.00,12267275.00
23000000.00,12291975.00
2500000.00,12300000.00
12500000.00,12309980.00
50000000.00,12335036.00
44000000.00,12342632.00
40000000.00,12345883.00
24000000.00,12372410.00
6500000.00,12376563.00
20000000.00,12397613.00
20000000.00,12398628.00
3300000.00,12405473.00
1500000.00,12412889.00
25000000.00,12413949.00
15000000.00,12419700.00
14000000.00,12452601.00
6000000.00,12500000.00
35000000.00,12506188.00
9000000.00,12512317.00
12000000.00,12516222.00
16000000.00,12519804.00
36000000.00,12532777.00
10000000.00,12554569.00
3000000.00,12577401.00
14000000.00,12591270.00
5000000.00,12592907.00
3500000.00,12600000.00
40000000.00,12624471.00
9000000.00,12657377.00
15000000.00,12669914.00
7200000.00,12678312.00
8000000.00,12740705.00
6000000.00,12793213.00
3500000.00,12800000.00
15000000.00,12801190.00
23000000.00,12803305.00
35000000.00,12819501.00
25000000.00,12850033.00
16000000.00,12900000.00
47000000.00,12900000.00
12000000.00,12905901.00
55000000.00,12923936.00
15250000.00,12930343.00
1000000.00,12931569.00
5000000.00,12947763.00
5000000.00,12961389.00
20000000.00,12967829.00
3000000.00,13000000.00
24000000.00,13000000.00
4000000.00,13000000.00
11000000.00,13000959.00
3500000.00,13007551.00
23000000.00,13019253.00
14000000.00,13024170.00
25000000.00,13038660.00
36000000.00,13052741.00
9000000.00,13061935.00
9000000.00,13075390.00
5000000.00,13099931.00
2000000.00,13129846.00
6000000.00,13168809.00
27000000.00,13174426.00
3000000.00,13200000.00
18000000.00,13203044.00
14000000.00,13205411.00
40000000.00,13208023.00
60000000.00,13233220.00
15000000.00,13248444.00
11000000.00,13353855.00
20000000.00,13383747.00
18000000.00,13400000.00
4500000.00,13417292.00
10000000.00,13423176.00
25000000.00,13424365.00
17000000.00,13446115.00
3700000.00,13447998.00
15000000.00,13454474.00
5500000.00,13480196.00
40000000.00,13508635.00
22000000.00,13555988.00
11000000.00,13558739.00
23000000.00,13593473.00
70000000.00,13596911.00
35000000.00,13601109.00
16500000.00,13636339.00
40000000.00,13644292.00
19000000.00,13680000.00
10000000.00,13684949.00
18500000.00,13711903.00
11000000.00,13719474.00
20000000.00,13725032.00
26000000.00,13738574.00
18000000.00,13747234.00
7000000.00,13767816.00
15600000.00,13771817.00
3500000.00,13795053.00
14000000.00,13800000.00
20000000.00,13801755.00
10000000.00,13835130.00
16000000.00,13854000.00
2500000.00,13881317.00
2000000.00,13912289.00
25000000.00,13973532.00
3500000.00,14000000.00
12000000.00,14010363.00
16000000.00,14108518.00
9500000.00,14114000.00
14000000.00,14121177.00
10500000.00,14140402.00
10000000.00,14156753.00
18000000.00,14189810.00
7000000.00,14231669.00
4000000.00,14237880.00
15000000.00,14249005.00
22000000.00,14252830.00
1600000.00,14253760.00
50000000.00,14271297.00
34000000.00,14291999.00
70000000.00,14294842.00
2300000.00,14305540.00
3200000.00,14314407.00
6537890.00,14319195.00
10000000.00,14321070.00
25000000.00,14334401.00
5000000.00,14343976.00
40000000.00,14358033.00
40000000.00,14375181.00
36000000.00,14378353.00
14000000.00,14395874.00
4000000.00,14400000.00
2500000.00,14400000.00
3200000.00,14441158.00
40000000.00,14448589.00
26000000.00,14469428.00
35000000.00,14471440.00
18000000.00,14488705.00
17700000.00,14518884.00
1500000.00,14533681.00
6000000.00,14545844.00
16000000.00,14553807.00
1000000.00,14564000.00
20000000.00,14566246.00
20000000.00,14603001.00
7000000.00,14618727.00
75000000.00,14623082.00
5600000.00,14683763.00
11000000.00,14786394.00
16000000.00,14792779.00
25000000.00,14805812.00
20000000.00,14807531.00
15000000.00,14811980.00
60000000.00,14816379.00
60000000.00,14816494.00
16000000.00,14839383.00
5000000.00,14843425.00
20000000.00,14883495.00
15000000.00,14933713.00
40000000.00,14938149.00
40000000.00,14942422.00
15000000.00,14947243.00
47000000.00,14970038.00
13000000.00,14999638.00
5000000.00,15000000.00
4000000.00,15000000.00
3000000.00,15000000.00
36500000.00,15000000.00
8500000.00,15024232.00
10000000.00,15037867.00
20000000.00,15055091.00
14000000.00,15064948.00
19400000.00,15118795.00
5000000.00,15126948.00
10000000.00,15132211.00
15000000.00,15136870.00
6000000.00,15137932.00
5500000.00,15155021.00
250000.00,15155095.00
10000000.00,15164492.00
14000000.00,15171475.00
10000000.00,15198912.00
150000.00,15200000.00
7000000.00,15206330.00
10000000.00,15297318.00
2600000.00,15298355.00
30000000.00,15313631.00
5000000.00,15318257.00
30000000.00,15358583.00
2000000.00,15396525.00
22000000.00,15434375.00
28500000.00,15452978.00
35000000.00,15461638.00
20000000.00,15466961.00
25000000.00,15468266.00
7000000.00,15471229.00
35000000.00,15471969.00
20000000.00,15473333.00
50000000.00,15505922.00
14000000.00,15549702.00
2700000.00,15600000.00
8000000.00,15644196.00
12000000.00,15668012.00
17000000.00,15680099.00
18000000.00,15696146.00
5500000.00,15700000.00
22000000.00,15716828.00
23000000.00,15728335.00
27500000.00,15815509.00
31000000.00,15826984.00
5500000.00,15867314.00
25000000.00,15907411.00
19000000.00,15911332.00
3000000.00,15935068.00
1000000.00,15943081.00
16000000.00,15980376.00
18000000.00,16011975.00
5000000.00,16017403.00
6800000.00,16038343.00
10000000.00,16084310.00
25000000.00,16118077.00
55000000.00,16123323.00
2000000.00,16131551.00
17000000.00,16140842.00
7000000.00,16149180.00
46500000.00,16149791.00
10000000.00,16153000.00
16500000.00,16157923.00
40000000.00,16172200.00
40000000.00,16173593.00
1000000.00,16173879.00
12500000.00,16193713.00
9000000.00,16235738.00
30000000.00,16295774.00
24000000.00,16304786.00
28000000.00,16311335.00
17000000.00,16316273.00
12000000.00,16349034.00
6000000.00,16369708.00
18000000.00,16382538.00
25000000.00,16425701.00
19700000.00,16498827.00
17000000.00,16510971.00
5000000.00,16515203.00
26000000.00,16521410.00
1000000.00,16553163.00
27000000.00,16566235.00
1000000.00,16566240.00
50000000.00,16581575.00
8000000.00,16585503.00
2000000.00,16610760.00
20000000.00,16612072.00
5000000.00,16628751.00
32000000.00,16640210.00
10000000.00,16667084.00
20000000.00,16723377.00
25000000.00,16727470.00
13000000.00,16757163.00
15000000.00,16829464.00
35000000.00,16830252.00
7000000.00,16866928.00
20000000.00,16907831.00
30000000.00,16910708.00
14000000.00,16951798.00
18000000.00,16959614.00
24000000.00,16980098.00
20000000.00,16988996.00
500000.00,17000000.00
7000000.00,17005466.00
2900000.00,17006158.00
7000000.00,17023121.00
40000000.00,17033431.00
10000000.00,17033556.00
9200000.00,17155193.00
8500000.00,17202854.00
22000000.00,17216955.00
65000000.00,17218916.00
8500000.00,17220091.00
45000000.00,17220599.00
15000000.00,17224539.00
5000000.00,17250101.00
6000000.00,17252287.00
12000000.00,17292381.00
10000000.00,17300838.00
20000000.00,17306648.00
12000000.00,17322212.00
5000000.00,17329337.00
18000000.00,17360801.00
38000000.00,17378193.00
8000000.00,17394881.00
2000000.00,17403168.00
20000000.00,17430594.00
10000000.00,17433072.00
9000000.00,17462398.00
12000000.00,17475475.00
3000000.00,17489009.00
45000000.00,17492014.00
5000000.00,17499242.00
10000000.00,17536256.00
900000.00,17549645.00
9800000.00,17553055.00
4900000.00,17561100.00
3000000.00,17570324.00
21000000.00,17589867.00
10000000.00,17657973.00
20000000.00,17684355.00
10000000.00,17704131.00
21000000.00,17760244.00
5000000.00,17768757.00
9000000.00,17804273.00
20000000.00,17807569.00
38000000.00,17830244.00
13000000.00,17856688.00
30000000.00,17865209.00
35000000.00,17967746.00
1000000.00,17985000.00
2000000.00,18016290.00
8000000.00,18090181.00
6500000.00,18110152.00
67000000.00,18115927.00
45000000.00,18120267.00
7000000.00,18190831.00
32000000.00,18195238.00
6000000.00,18209872.00
9000000.00,18225165.00
20000000.00,18250106.00
15000000.00,18260865.00
20000000.00,18273009.00
15000000.00,18301418.00
3450000.00,18309793.00
20000000.00,18310591.00
47500000.00,18329653.00
2000000.00,18344729.00
35000000.00,18376443.00
20000000.00,18400000.00
10000000.00,18423914.00
3500000.00,18495444.00
26000000.00,18496522.00
6000000.00,18504539.00
92000000.00,18517322.00
15000000.00,18524496.00
5600000.00,18527766.00
30000000.00,18535575.00
32000000.00,18552460.00
55000000.00,18582965.00
20000000.00,18608570.00
7000000.00,18642318.00
23000000.00,18653615.00
1125000.00,18673274.00
62000000.00,18708848.00
10100000.00,18726300.00
13000000.00,18733666.00
30000000.00,18765585.00
9000000.00,18802255.00
20000000.00,18826490.00
8000000.00,18828036.00
15000000.00,18856151.00
9100000.00,18872126.00
8000000.00,18959424.00
25000000.00,18991288.00
12000000.00,19000000.00
15000000.00,19014238.00
30000000.00,19035741.00
12600000.00,19054534.00
10000000.00,19080435.00
20000000.00,19121531.00
23000000.00,19123851.00
15000000.00,19153568.00
2800000.00,19170001.00
4000000.00,19174817.00
3000000.00,19184820.00
25000000.00,19233280.00
35000000.00,19282590.00
12000000.00,19287485.00
22000000.00,19288130.00
38000000.00,19317765.00
15000000.00,19344615.00
12000000.00,19379463.00
40000000.00,19417182.00
5000000.00,19421271.00
5000000.00,19438638.00
20000000.00,19450780.00
3000000.00,19472057.00
10000000.00,19535005.00
70000000.00,19548419.00
22000000.00,19563579.00
9300000.00,19571091.00
30000000.00,19599974.00
5000000.00,19600000.00
14000000.00,19637147.00
18000000.00,19685588.00
17000000.00,19693891.00
18000000.00,19739000.00
40000000.00,19756077.00
10000000.00,19860259.00
70000000.00,19870567.00
8000000.00,19891331.00
30000000.00,19892205.00
13000000.00,19910624.00
13000000.00,19929123.00
11000000.00,19947280.00
600000.00,20000000.00
8000000.00,20005613.00
4000000.00,20008693.00
22000000.00,20034713.00
9000000.00,20035310.00
8000000.00,20036244.00
25000000.00,20052958.00
20000000.00,20081987.00
70000000.00,20107933.00
12000000.00,20122558.00
3000000.00,20123742.00
45000000.00,20133326.00
29000000.00,20146150.00
17500000.00,20159316.00
11000000.00,20169934.00
5250000.00,20188740.00
6250000.00,20199663.00
7000000.00,20257000.00
20000000.00,20268825.00
40000000.00,20278055.00
8500000.00,20288774.00
10000000.00,20384136.00
11000000.00,20388920.00
6000000.00,20400000.00
1500000.00,20412216.00
6500000.00,20412841.00
49000000.00,20423389.00
3400000.00,20433227.00
17000000.00,20465206.00
90000000.00,20466016.00
14000000.00,20537741.00
60000000.00,20541668.00
14000000.00,20597806.00
15000000.00,20601987.00
3250000.00,20605209.00
35000000.00,20606053.00
15000000.00,20609977.00
2000000.00,20649774.00
5000000.00,20659423.00
6000000.00,20695413.00
25000000.00,20718223.00
40000000.00,20722450.00
2000000.00,20741000.00
5000000.00,20765353.00
10000000.00,20766000.00
16000000.00,20769209.00
40000000.00,20790486.00
20000000.00,20819601.00
60000000.00,20830546.00
80000000.00,20841123.00
42000000.00,20844907.00
2000000.00,20883834.00
15000000.00,20898221.00
9100000.00,20927794.00
7000000.00,20940428.00
12500000.00,20959585.00
3000000.00,20966644.00
12500000.00,21000000.00
12000000.00,21089146.00
10000000.00,21094974.00
12000000.00,21133087.00
3000000.00,21163999.00
17000000.00,21170563.00
11000000.00,21171695.00
6000000.00,21197454.00
4000000.00,21206861.00
40000000.00,21215882.00
1987650.00,21270290.00
5000000.00,21277770.00
27000000.00,21300000.00
18000000.00,21361109.00
1000000.00,21378361.00
16500000.00,21404122.00
14000000.00,21410546.00
20000000.00,21413105.00
27000000.00,21500000.00
11000000.00,21502976.00
45000000.00,21544732.00
9000000.00,21571189.00
30000000.00,21577076.00
10000000.00,21596074.00
33000000.00,21621188.00
16000000.00,21657770.00
1250000.00,21722776.00
4000000.00,21750000.00
30000000.00,21758371.00
65000000.00,21778555.00
6000000.00,21787233.00
16000000.00,21799652.00
9400000.00,21817298.00
30000000.00,21827296.00
10000000.00,21851362.00
12000000.00,21867665.00
15000000.00,21896367.00
2200000.00,21930418.00
8000000.00,21970000.00
25000000.00,21970831.00
23000000.00,21973182.00
245000.00,22000000.00
15000000.00,22018988.00
25000000.00,22032635.00
50000000.00,22099706.00
41000000.00,22108977.00
20000000.00,22119269.00
20000000.00,22139590.00
15000000.00,22165608.00
6000000.00,22168359.00
5000000.00,22178125.00
10000000.00,22198996.00
1500000.00,22217183.00
65000.00,22233808.00
21500000.00,22331846.00
40000000.00,22365133.00
13000000.00,22391450.00
25000000.00,22411948.00
40000000.00,22433915.00
60000000.00,22468620.00
8000000.00,22549338.00
8000000.00,22591451.00
16000000.00,22594052.00
55000000.00,22597969.00
12000000.00,22673340.00
44000000.00,22730924.00
8900000.00,22744132.00
12000000.00,22750356.00
14000000.00,22754472.00
14000000.00,22815460.00
53000000.00,22852487.00
28000000.00,22860477.00
22000000.00,22861785.00
1750000.00,22879194.00
8500000.00,22885836.00
25000000.00,22910563.00
35000000.00,22913677.00
12000000.00,22921898.00
5250000.00,22937201.00
50000000.00,22969202.00
12000000.00,22978953.00
52000000.00,23010607.00
2500000.00,23014021.00
13000000.00,23014027.00
1200000.00,23046142.00
5000000.00,23047939.00
30000000.00,23095325.00
22000000.00,23134075.00
50000000.00,23152062.00
20000000.00,23187506.00
25000000.00,23190697.00
1800000.00,23265132.00
2100000.00,23266821.00
1700000.00,23271741.00
3000000.00,23283672.00
8500000.00,23311425.00
150000.00,23344056.00
4900000.00,23347469.00
30000000.00,23353111.00
36000000.00,23360779.00
12500000.00,23367586.00
18000000.00,23380203.00
7000000.00,23393939.00
4500000.00,23471871.00
25000000.00,23506237.00
5000000.00,23565072.00
10000000.00,23591043.00
2800000.00,23591783.00
2100000.00,23600000.00
20000000.00,23661038.00
30000000.00,23676771.00
3800000.00,23689877.00
12000000.00,23693646.00
17000000.00,23734486.00
658000.00,23800000.00
18000000.00,23889158.00
250000.00,23894000.00
18000000.00,23910210.00
92000000.00,23911362.00
30000000.00,23998226.00
7800000.00,24021282.00
11900000.00,24041617.00
6500000.00,24103594.00
11000000.00,24150550.00
32500000.00,24159934.00
40000000.00,24172899.00
25000000.00,24215385.00
25000000.00,24355762.00
2000000.00,24391108.00
35000000.00,24405825.00
21500000.00,24419219.00
800000.00,24426169.00
2000000.00,24464742.00
8000000.00,24474312.00
24000000.00,24474463.00
23000000.00,24489150.00
38000000.00,24515990.00
25000000.00,24591031.00
3000000.00,24600000.00
2000000.00,24600832.00
10000000.00,24660323.00
35000000.00,24687524.00
29000000.00,24716190.00
17000000.00,24719879.00
12000000.00,24761360.00
8300000.00,24906717.00
18000000.00,24911670.00
35000000.00,24915969.00
37000000.00,24935799.00
2883848.00,25000000.00
200000.00,25000000.00
7000000.00,25000000.00
14000000.00,25011000.00
5000000.00,25032000.00
22000000.00,25044057.00
63000000.00,25052000.00
6000000.00,25059640.00
9000000.00,25077411.00
35000000.00,25078937.00
35000000.00,25114901.00
11000000.00,25116103.00
14000000.00,25187026.00
30000000.00,25199891.00
6000000.00,25244700.00
40000000.00,25268680.00
7000000.00,25269040.00
11000000.00,25307405.00
4500000.00,25344490.00
67000000.00,25357771.00
10000000.00,25358996.00
20000000.00,25361206.00
7300000.00,25397460.00
50000000.00,25426861.00
4000000.00,25448707.00
14500000.00,25480031.00
1800000.00,25504513.00
12000000.00,25514848.00
7000000.00,25532388.00
2500000.00,25533818.00
14000000.00,25608779.00
8000000.00,25621449.00
8300000.00,25670174.00
10000000.00,25697647.00
18000000.00,25727044.00
25000000.00,25732334.00
20000000.00,25732986.00
22000000.00,25842377.00
70000000.00,25852508.00
5000000.00,25861249.00
7400000.00,25863405.00
40000000.00,25863458.00
22000000.00,25873142.00
14000000.00,25873145.00
1800000.00,25878153.00
29000000.00,25899797.00
5000000.00,25913869.00
48000000.00,25928721.00
18000000.00,25941437.00
20000000.00,25943792.00
6000000.00,26004026.00
5000000.00,26010864.00
18900000.00,26063572.00
50000000.00,26097497.00
50000000.00,26121638.00
20000000.00,26146072.00
15000000.00,26170402.00
30000000.00,26184400.00
8000000.00,26199377.00
50000000.00,26199517.00
30000000.00,26214846.00
30000000.00,26323969.00
25000000.00,26341896.00
20000000.00,26348203.00
50000000.00,26387039.00
18000000.00,26400000.00
5000000.00,26517819.00
7000000.00,26533200.00
13000000.00,26570048.00
140000.00,26572439.00
18000000.00,26593580.00
35000000.00,26613620.00
65000000.00,26670920.00
60000000.00,26673242.00
80000000.00,26703184.00
30000000.00,26708196.00
10000000.00,26716191.00
12500000.00,26735797.00
40000000.00,26736665.00
20000000.00,26792700.00
5000000.00,26853810.00
30000000.00,26857459.00
17000000.00,26918576.00
18000000.00,26936265.00
27500000.00,26939925.00
40000000.00,27000381.00
1200000.00,27025600.00
40000000.00,27053815.00
13000000.00,27066941.00
4500000.00,27092880.00
50000000.00,27100030.00
35000000.00,27107960.00
18000000.00,27147349.00
30000000.00,27147991.00
18000000.00,27148898.00
13000000.00,27151490.00
27500000.00,27187653.00
22000000.00,27238354.00
27000000.00,27257061.00
12000000.00,27281507.00
10000000.00,27317872.00
5000000.00,27342246.00
50000000.00,27366288.00
18000000.00,27392196.00
32000000.00,27392609.00
45000000.00,27447471.00
14000000.00,27450453.00
15000000.00,27469621.00
18000000.00,27491653.00
38000000.00,27501814.00
25000000.00,27572844.00
33000000.00,27610873.00
40000000.00,27682712.00
20000000.00,27688744.00
3500000.00,27704111.00
15000000.00,27709625.00
3500000.00,27731527.00
24000000.00,27732366.00
4000000.00,27786849.00
3000000.00,27788649.00
18000000.00,27794339.00
20000000.00,27836366.00
22000000.00,27882226.00
20000000.00,27911453.00
3500000.00,27936778.00
6000000.00,27958191.00
13000000.00,27979399.00
25000000.00,28012862.00
20000000.00,28058652.00
7000000.00,28142379.00
5000000.00,28200000.00
28000000.00,28208085.00
55000000.00,28231444.00
20000000.00,28270399.00
25000000.00,28307092.00
8000000.00,28315272.00
1000000.00,28316211.00
3900000.00,28350000.00
1350000.00,28356188.00
6500000.00,28383441.00
35000000.00,28391473.00
25000000.00,28400715.00
29000000.00,28452945.00
40000000.00,28544120.00
25100000.00,28575778.00
10000000.00,28649556.00
8000000.00,28674417.00
26000000.00,28703083.00
35000000.00,28721408.00
16000000.00,28734552.00
20000000.00,28762690.00
9000000.00,28773637.00
27000000.00,28773827.00
24000000.00,28871190.00
8000000.00,28876702.00
35000000.00,28906817.00
12000000.00,28915761.00
50000000.00,28920188.00
13000000.00,28972187.00
1100000.00,29005064.00
13500000.00,29027914.00
16000000.00,29090445.00
15000000.00,29145924.00
5300000.00,29197694.00
8500000.00,29200000.00
30000000.00,29203383.00
25000000.00,29206732.00
20000000.00,29227561.00
25000000.00,29276904.00
10000000.00,29317886.00
30000000.00,29356757.00
45000000.00,29367143.00
